,country,year,Effective Parliament (highest score=1),Election free and fair (highest score=1),Election government intimidation (highest score=1),Voter turnout (highest score=1),Fair trial (highest score=1),Judicial Independence (highest score=1),Predictable Enforcement (highest score=1),Freedom of Religion (highest score=1),Free Political Parties (highest score=1),Harassment of journalists (highest score=1),Media bias (highest score=1),Media freedom (highest score=1),Freedom of the Press (highest score=1),Gender Equality (highest score=1),Educational equality (highest score=1),Health equality (highest score=1),Infant mortality rate (highest score=1),Life expectancy (highest score=1),Mean years of schooling (highest score=1),Human Development Index
907,Norway,2009,0.94,0.86,0.91,0.75,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.86,0.99,0.97,0.95,0.99,0.95,0.52,0.935
908,Norway,2010,0.94,0.86,0.91,0.75,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.86,0.99,0.97,0.95,0.99,0.95,0.52,0.938
909,Norway,2011,0.94,0.86,0.91,0.75,1.0,1.0,1.0,0.98,0.74,0.82,0.93,1.0,0.87,0.96,0.97,0.95,1.0,0.95,0.52,0.94
910,Norway,2012,0.94,0.86,0.91,0.75,1.0,1.0,1.0,1.0,0.74,0.82,0.93,1.0,0.87,0.99,0.97,0.95,1.0,0.96,0.52,0.941
911,Norway,2013,0.94,0.86,0.91,0.78,1.0,1.0,1.0,1.0,0.61,0.85,0.93,1.0,0.91,0.99,0.97,0.95,1.0,0.96,0.52,0.945
912,Norway,2014,0.94,0.86,0.91,0.78,1.0,1.0,1.0,0.89,0.61,0.85,0.93,1.0,0.91,0.99,0.97,0.95,1.0,0.97,0.52,0.949
913,Norway,2015,0.94,0.86,0.91,0.78,1.0,1.0,1.0,0.89,0.61,0.85,0.93,1.0,0.91,0.99,0.97,0.95,1.0,0.97,0.52,0.952
914,Norway,2016,0.94,0.86,0.91,0.78,1.0,1.0,1.0,0.89,0.61,0.85,0.93,1.0,0.91,0.95,0.97,0.95,1.0,0.97,0.52,0.956
915,Norway,2017,0.94,0.84,0.9,0.7,1.0,1.0,1.0,0.89,0.61,0.85,0.93,1.0,0.89,0.93,0.97,0.95,1.0,0.97,0.53,0.959
916,Norway,2018,0.94,0.84,0.9,0.7,1.0,0.93,0.94,0.89,0.61,0.85,0.84,1.0,0.84,0.95,0.97,0.95,1.0,0.97,0.53,0.96
917,Norway,2019,0.94,0.84,0.9,0.7,1.0,0.93,0.94,0.89,0.74,0.85,0.84,1.0,0.84,0.96,0.97,0.95,1.0,0.98,0.53,0.961
918,Norway,2020,0.94,0.84,0.9,0.7,1.0,0.93,0.94,1.0,0.74,0.85,0.84,1.0,0.84,0.97,0.97,0.95,1.0,0.98,0.53,0.963
919,Norway,2021,0.94,0.83,0.89,0.69,1.0,0.93,0.94,1.0,0.74,0.85,0.93,1.0,0.88,1.0,0.97,0.95,1.0,0.98,0.53,0.964
920,Norway,2022,0.94,0.83,0.89,0.69,1.0,0.88,0.94,1.0,0.74,0.85,0.93,1.0,0.88,1.0,0.97,0.95,1.0,0.98,0.53,0.966
921,Poland,1990,0.65,0.87,0.74,0.54,0.67,0.85,0.6,0.98,0.61,0.78,0.79,0.0,0.71,0.74,0.82,0.77,0.93,0.81,0.39,0.715
922,Poland,1991,0.66,0.87,0.89,0.43,0.67,0.87,0.61,0.98,0.61,0.78,0.79,0.0,0.71,0.74,0.82,0.77,0.93,0.81,0.39,0.711
923,Poland,1992,0.67,0.87,0.89,0.43,0.67,0.87,0.63,0.75,0.61,0.78,0.79,0.0,0.77,0.72,0.82,0.77,0.93,0.81,0.4,0.716
924,Poland,1993,0.67,0.87,0.89,0.51,0.67,0.85,0.65,0.8,0.61,0.78,0.79,0.0,0.77,0.73,0.82,0.77,0.93,0.82,0.4,0.73
925,Poland,1994,0.67,0.87,0.89,0.51,0.67,0.87,0.65,0.85,0.61,0.78,0.87,0.0,0.79,0.73,0.82,0.77,0.94,0.82,0.4,0.74
926,Poland,1995,0.69,0.74,0.89,0.69,0.67,0.87,0.66,0.98,0.61,0.78,0.87,0.0,0.79,0.73,0.82,0.77,0.94,0.82,0.4,0.747
927,Poland,1996,0.69,0.74,0.89,0.69,0.67,0.87,0.66,0.98,0.61,0.78,0.87,0.0,0.79,0.73,0.82,0.77,0.95,0.83,0.41,0.756
928,Poland,1997,0.69,0.87,0.89,0.48,0.67,0.87,0.67,0.98,0.61,0.78,0.87,0.0,0.79,0.73,0.82,0.77,0.95,0.84,0.41,0.767
929,Poland,1998,0.69,0.87,0.89,0.48,0.67,0.87,0.66,0.98,0.61,0.78,0.87,0.5,0.79,0.73,0.82,0.77,0.96,0.84,0.41,0.777
930,Poland,1999,0.7,0.87,0.89,0.48,0.67,0.87,0.66,0.98,0.61,0.78,0.87,0.5,0.79,0.73,0.82,0.77,0.96,0.84,0.41,0.784
931,Poland,2000,0.7,0.87,0.89,0.62,0.67,0.87,0.65,0.98,0.61,0.78,0.87,0.5,0.79,0.73,0.82,0.77,0.97,0.85,0.42,0.794
932,Poland,2001,0.7,0.87,0.89,0.47,0.67,0.87,0.65,0.98,0.61,0.78,0.87,0.5,0.79,0.76,0.82,0.77,0.97,0.86,0.42,0.802
933,Poland,2002,0.72,0.87,0.89,0.47,0.67,0.87,0.65,0.98,0.74,0.78,0.87,1.0,0.81,0.77,0.82,0.77,0.97,0.86,0.42,0.809
934,Poland,2003,0.72,0.87,0.89,0.47,0.67,0.87,0.65,0.98,0.74,0.78,0.87,1.0,0.81,0.76,0.82,0.77,0.97,0.86,0.43,0.8140000000000001
935,Poland,2004,0.72,0.87,0.89,0.47,0.67,0.87,0.65,0.98,0.74,0.78,0.87,1.0,0.81,0.76,0.82,0.77,0.97,0.87,0.43,0.812
936,Poland,2005,0.72,0.91,0.91,0.51,0.67,0.87,0.65,0.98,0.74,0.78,0.87,1.0,0.81,0.76,0.82,0.77,0.97,0.87,0.43,0.8190000000000001
937,Poland,2006,0.72,0.91,0.91,0.51,0.67,0.85,0.66,0.98,0.64,0.78,0.77,1.0,0.77,0.75,0.82,0.77,0.98,0.87,0.44,0.8240000000000001
938,Poland,2007,0.72,0.92,0.87,0.54,0.67,0.85,0.66,0.98,0.64,0.78,0.77,1.0,0.77,0.78,0.82,0.77,0.98,0.87,0.44,0.8280000000000001
939,Poland,2008,0.73,0.92,0.87,0.54,1.0,0.83,0.7,0.98,0.61,0.85,0.87,1.0,0.84,0.75,0.82,0.77,0.98,0.88,0.44,0.834
940,Poland,2009,0.73,0.92,0.87,0.54,1.0,0.81,0.7,0.98,0.61,0.85,0.87,1.0,0.84,0.75,0.82,0.77,0.98,0.88,0.44,0.838
941,Poland,2010,0.74,0.91,0.89,0.54,1.0,0.81,0.71,0.98,0.61,0.85,0.87,1.0,0.84,0.75,0.85,0.79,0.98,0.88,0.45,0.845
942,Poland,2011,0.74,0.91,0.89,0.48,1.0,0.84,0.73,0.98,0.61,0.85,0.87,1.0,0.84,0.77,0.85,0.79,0.98,0.89,0.45,0.851
943,Poland,2012,0.74,0.91,0.89,0.48,1.0,0.84,0.72,1.0,0.66,0.85,0.87,1.0,0.84,0.76,0.85,0.79,0.98,0.89,0.45,0.855
944,Poland,2013,0.74,0.91,0.89,0.48,1.0,0.84,0.68,0.86,0.66,0.85,0.87,1.0,0.84,0.76,0.85,0.79,0.98,0.9,0.46,0.865
945,Poland,2014,0.74,0.91,0.89,0.48,1.0,0.81,0.68,0.86,0.77,0.85,0.87,1.0,0.84,0.76,0.85,0.79,0.99,0.9,0.46,0.867
946,Poland,2015,0.71,0.89,0.88,0.53,0.67,0.77,0.64,0.86,0.77,0.81,0.77,1.0,0.79,0.77,0.85,0.79,0.99,0.9,0.46,0.869
947,Poland,2016,0.65,0.89,0.88,0.53,0.67,0.65,0.56,0.81,0.77,0.61,0.62,0.5,0.57,0.75,0.85,0.79,0.99,0.91,0.46,0.872
948,Poland,2017,0.63,0.89,0.88,0.53,0.67,0.58,0.52,0.86,0.77,0.58,0.6,0.5,0.56,0.7,0.78,0.75,0.99,0.91,0.47,0.874
949,Poland,2018,0.63,0.89,0.88,0.53,0.67,0.53,0.52,0.86,0.7,0.58,0.6,0.5,0.56,0.7,0.78,0.75,0.99,0.9,0.47,0.876
950,Poland,2019,0.61,0.6,0.67,0.59,0.67,0.51,0.52,0.86,0.7,0.58,0.61,0.5,0.56,0.71,0.81,0.71,0.99,0.91,0.47,0.88
951,Poland,2020,0.6,0.58,0.66,0.65,0.67,0.5,0.51,0.81,0.7,0.58,0.58,0.5,0.55,0.69,0.75,0.63,0.99,0.89,0.47,0.874
952,Poland,2021,0.57,0.58,0.66,0.65,0.67,0.49,0.51,0.81,0.7,0.53,0.58,0.5,0.53,0.66,0.75,0.63,0.99,0.89,0.48,0.876
953,Poland,2022,0.56,0.58,0.66,0.65,0.67,0.48,0.51,0.81,0.66,0.5,0.54,0.5,0.52,0.66,0.75,0.63,0.99,0.89,0.48,0.881
954,Portugal,1990,0.8,0.79,0.85,0.78,0.67,0.85,0.72,0.98,0.74,0.83,0.84,0.0,0.84,0.63,0.78,0.85,0.95,0.85,0.27,0.7030000000000001
955,Portugal,1991,0.8,0.79,0.85,0.7,0.67,0.85,0.73,0.98,0.74,0.83,0.84,0.0,0.84,0.63,0.78,0.85,0.95,0.85,0.28,0.714
956,Portugal,1992,0.8,0.79,0.85,0.7,0.67,0.85,0.73,0.98,0.74,0.83,0.84,0.0,0.84,0.63,0.78,0.85,0.96,0.86,0.28,0.731
957,Portugal,1993,0.8,0.79,0.85,0.7,0.67,0.85,0.73,0.98,0.74,0.83,0.84,0.0,0.84,0.63,0.78,0.85,0.96,0.86,0.29,0.747
958,Portugal,1994,0.8,0.79,0.85,0.7,0.67,0.85,0.74,0.98,0.74,0.83,0.84,0.0,0.84,0.64,0.78,0.85,0.97,0.87,0.29,0.76
959,Portugal,1995,0.8,0.79,0.85,0.79,1.0,0.85,0.74,0.98,0.74,0.83,0.84,1.0,0.86,0.67,0.78,0.85,0.97,0.87,0.3,0.768
960,Portugal,1996,0.8,0.79,0.85,0.77,1.0,0.85,0.74,0.98,0.74,0.83,0.84,1.0,0.86,0.67,0.78,0.85,0.97,0.87,0.3,0.777
961,Portugal,1997,0.8,0.79,0.85,0.77,1.0,0.85,0.74,0.98,0.74,0.83,0.84,1.0,0.86,0.67,0.78,0.85,0.97,0.87,0.31,0.784
962,Portugal,1998,0.8,0.79,0.85,0.77,1.0,0.85,0.73,0.98,0.74,0.83,0.84,1.0,0.86,0.68,0.78,0.85,0.98,0.88,0.31,0.791
963,Portugal,1999,0.8,0.79,0.85,0.69,1.0,0.85,0.73,0.98,0.74,0.83,0.84,1.0,0.86,0.68,0.78,0.85,0.98,0.88,0.32,0.788
964,Portugal,2000,0.8,0.79,0.85,0.69,1.0,0.85,0.73,0.98,0.74,0.83,0.84,1.0,0.86,0.68,0.78,0.85,0.98,0.89,0.32,0.793
965,Portugal,2001,0.8,0.79,0.86,0.57,1.0,0.85,0.73,0.98,0.74,0.83,0.84,1.0,0.86,0.68,0.78,0.85,0.98,0.89,0.33,0.797
966,Portugal,2002,0.8,0.79,0.85,0.68,1.0,0.85,0.73,0.98,0.74,0.83,0.84,1.0,0.86,0.68,0.78,0.85,0.98,0.9,0.34,0.8
967,Portugal,2003,0.8,0.79,0.85,0.68,1.0,0.85,0.73,0.98,0.74,0.83,0.84,1.0,0.86,0.68,0.78,0.85,0.99,0.9,0.34,0.803
968,Portugal,2004,0.8,0.79,0.85,0.68,1.0,0.85,0.73,0.98,0.74,0.83,0.84,1.0,0.86,0.68,0.78,0.85,0.99,0.9,0.35,0.811
969,Portugal,2005,0.8,0.86,0.94,0.69,1.0,0.85,0.72,0.98,0.74,0.83,0.82,1.0,0.84,0.7,0.78,0.85,0.99,0.91,0.35,0.8130000000000001
970,Portugal,2006,0.8,0.86,0.94,0.67,1.0,0.85,0.72,0.98,0.74,0.83,0.88,1.0,0.86,0.67,0.78,0.85,0.99,0.91,0.36,0.8190000000000001
971,Portugal,2007,0.8,0.86,0.94,0.67,1.0,0.85,0.72,0.98,0.74,0.83,0.88,1.0,0.86,0.7,0.78,0.85,0.99,0.91,0.36,0.8220000000000001
972,Portugal,2008,0.8,0.86,0.94,0.67,1.0,0.85,0.72,0.98,0.74,0.83,0.88,1.0,0.86,0.7,0.78,0.85,0.99,0.92,0.37,0.8250000000000001
973,Portugal,2009,0.8,0.9,0.91,0.66,1.0,0.85,0.72,0.98,0.74,0.83,0.88,1.0,0.86,0.7,0.78,0.85,0.99,0.92,0.37,0.8270000000000001
974,Portugal,2010,0.8,0.9,0.91,0.66,1.0,0.85,0.72,0.98,0.74,0.83,0.88,1.0,0.84,0.72,0.78,0.81,0.99,0.92,0.38,0.8310000000000001
975,Portugal,2011,0.83,0.9,0.91,0.51,1.0,0.83,0.72,0.98,0.74,0.87,0.82,1.0,0.83,0.7,0.79,0.81,0.99,0.94,0.38,0.836
976,Portugal,2012,0.83,0.9,0.91,0.51,1.0,0.85,0.73,1.0,0.74,0.87,0.87,1.0,0.84,0.72,0.79,0.81,0.99,0.94,0.38,0.837
977,Portugal,2013,0.84,0.9,0.91,0.51,1.0,0.85,0.69,1.0,0.74,0.87,0.86,1.0,0.87,0.7,0.79,0.81,0.99,0.95,0.39,0.842
978,Portugal,2014,0.84,0.9,0.91,0.51,1.0,0.85,0.69,1.0,0.74,0.87,0.86,1.0,0.87,0.7,0.79,0.81,0.99,0.95,0.39,0.847
979,Portugal,2015,0.79,0.9,0.91,0.61,1.0,0.85,0.74,1.0,0.74,0.87,0.8,1.0,0.85,0.73,0.79,0.81,0.99,0.95,0.4,0.85
980,Portugal,2016,0.79,0.9,0.91,0.53,1.0,0.84,0.74,1.0,0.74,0.82,0.86,1.0,0.85,0.77,0.79,0.81,0.99,0.95,0.4,0.851
981,Portugal,2017,0.8,0.9,0.91,0.53,1.0,0.9,0.74,1.0,0.74,0.8,0.86,1.0,0.84,0.74,0.79,0.79,0.99,0.96,0.4,0.857
982,Portugal,2018,0.82,0.9,0.91,0.53,1.0,0.9,0.73,0.89,0.74,0.81,0.86,1.0,0.85,0.75,0.79,0.79,0.99,0.95,0.4,0.858
983,Portugal,2019,0.74,0.88,0.91,0.61,1.0,0.9,0.73,0.89,0.74,0.79,0.75,1.0,0.83,0.76,0.79,0.78,0.99,0.96,0.41,0.864
984,Portugal,2020,0.77,0.88,0.91,0.61,1.0,0.79,0.65,1.0,0.74,0.79,0.81,1.0,0.82,0.8,0.77,0.79,0.99,0.95,0.41,0.861
985,Portugal,2021,0.78,0.87,0.9,0.49,1.0,0.82,0.65,1.0,0.74,0.82,0.81,1.0,0.83,0.81,0.7,0.79,1.0,0.95,0.41,0.865
986,Portugal,2022,0.69,0.77,0.9,0.62,1.0,0.82,0.64,1.0,0.74,0.8,0.72,1.0,0.75,0.81,0.69,0.76,1.0,0.95,0.42,0.874
987,Slovenia,1991,0.71,0.83,0.86,0.77,0.9079347826086952,0.69,0.62,0.89,0.74,0.74,0.89,0.5,0.69,0.61,0.97,0.95,0.96,0.84,0.43,0.6698577197967097
988,Slovenia,1992,0.75,0.83,0.87,0.86,1.0,0.76,0.68,0.8,0.74,0.74,0.91,0.0,0.76,0.64,0.97,0.95,0.97,0.84,0.43,0.6933675999171101
989,Slovenia,1993,0.75,0.83,0.87,0.86,1.0,0.76,0.68,0.98,0.74,0.74,0.89,0.0,0.75,0.68,0.97,0.95,0.97,0.84,0.44,0.7151678927475587
990,Slovenia,1994,0.75,0.83,0.87,0.86,1.0,0.76,0.68,0.98,0.74,0.74,0.91,0.0,0.78,0.68,0.97,0.95,0.97,0.85,0.44,0.7353286073775962
991,Slovenia,1995,0.75,0.83,0.87,0.86,1.0,0.76,0.68,0.98,0.74,0.74,0.91,0.5,0.77,0.69,0.97,0.95,0.98,0.85,0.44,0.761
992,Slovenia,1996,0.73,0.83,0.87,0.76,1.0,0.76,0.68,0.98,0.74,0.74,0.91,0.5,0.78,0.68,0.97,0.95,0.98,0.86,0.44,0.771
993,Slovenia,1997,0.75,0.83,0.87,0.71,1.0,0.76,0.68,0.98,0.74,0.74,0.77,0.5,0.75,0.68,0.97,0.95,0.98,0.86,0.45,0.782
994,Slovenia,1998,0.76,0.83,0.87,0.71,1.0,0.76,0.68,0.98,0.74,0.71,0.77,0.5,0.72,0.68,0.97,0.95,0.98,0.86,0.45,0.794
995,Slovenia,1999,0.76,0.83,0.87,0.71,0.67,0.76,0.7,0.98,0.74,0.71,0.77,0.5,0.71,0.68,0.97,0.95,0.98,0.87,0.45,0.812
996,Slovenia,2000,0.76,0.83,0.87,0.72,0.67,0.68,0.7,0.98,0.74,0.71,0.77,0.5,0.71,0.69,0.97,0.95,0.98,0.87,0.45,0.8230000000000001
997,Slovenia,2001,0.76,0.83,0.87,0.72,0.67,0.68,0.7,0.98,0.74,0.71,0.77,0.5,0.71,0.68,0.97,0.95,0.99,0.88,0.46,0.838
998,Slovenia,2002,0.76,0.84,0.87,0.65,0.67,0.68,0.69,0.98,0.74,0.73,0.77,1.0,0.73,0.68,0.97,0.95,0.99,0.88,0.46,0.849
999,Slovenia,2003,0.76,0.84,0.87,0.65,0.67,0.67,0.69,0.98,0.74,0.73,0.77,1.0,0.73,0.68,0.97,0.95,0.99,0.89,0.46,0.858
1000,Slovenia,2004,0.76,0.84,0.86,0.61,0.67,0.67,0.69,0.98,0.74,0.73,0.77,1.0,0.68,0.68,0.97,0.95,0.99,0.9,0.47,0.864
1001,Slovenia,2005,0.76,0.84,0.86,0.61,0.67,0.67,0.69,0.98,0.74,0.73,0.77,1.0,0.69,0.68,0.97,0.95,0.99,0.9,0.47,0.869
1002,Slovenia,2006,0.76,0.84,0.86,0.61,0.67,0.73,0.7,0.98,0.77,0.77,0.77,1.0,0.69,0.66,0.97,0.95,0.99,0.91,0.47,0.878
1003,Slovenia,2007,0.76,0.89,0.91,0.61,0.67,0.73,0.7,0.98,0.77,0.75,0.77,1.0,0.7,0.7,0.97,0.95,0.99,0.92,0.47,0.881
1004,Slovenia,2008,0.77,0.89,0.91,0.65,0.67,0.73,0.69,0.98,0.77,0.77,0.75,1.0,0.68,0.65,0.97,0.95,0.99,0.92,0.48,0.889
1005,Slovenia,2009,0.78,0.89,0.91,0.65,0.67,0.73,0.7,0.98,0.77,0.83,0.83,1.0,0.84,0.69,0.97,0.85,0.99,0.92,0.48,0.886
1006,Slovenia,2010,0.8,0.89,0.91,0.65,0.67,0.75,0.7,0.98,0.86,0.79,0.76,1.0,0.8,0.71,0.97,0.79,0.99,0.93,0.48,0.89
1007,Slovenia,2011,0.8,0.89,0.91,0.67,0.67,0.75,0.7,0.98,0.86,0.74,0.75,1.0,0.75,0.76,0.97,0.79,1.0,0.94,0.49,0.892
1008,Slovenia,2012,0.83,0.89,0.91,0.42,0.67,0.72,0.7,0.84,0.86,0.76,0.73,1.0,0.71,0.78,0.97,0.79,1.0,0.94,0.49,0.892
1009,Slovenia,2013,0.83,0.89,0.91,0.42,1.0,0.74,0.72,0.84,0.86,0.7,0.77,1.0,0.73,0.79,0.97,0.83,1.0,0.94,0.49,0.901
1010,Slovenia,2014,0.85,0.76,0.91,0.53,1.0,0.74,0.72,0.84,0.77,0.71,0.75,1.0,0.74,0.79,0.97,0.79,1.0,0.95,0.49,0.903
1011,Slovenia,2015,0.85,0.76,0.91,0.53,1.0,0.74,0.74,0.84,0.77,0.7,0.78,1.0,0.76,0.81,0.97,0.78,1.0,0.95,0.5,0.903
1012,Slovenia,2016,0.85,0.76,0.91,0.53,1.0,0.74,0.76,0.8,0.7,0.69,0.78,1.0,0.72,0.83,0.97,0.78,1.0,0.95,0.5,0.909
1013,Slovenia,2017,0.85,0.89,0.91,0.53,1.0,0.74,0.74,0.84,0.7,0.67,0.73,1.0,0.69,0.79,0.97,0.73,1.0,0.95,0.5,0.912
1014,Slovenia,2018,0.82,0.78,0.91,0.54,1.0,0.77,0.74,0.8,0.7,0.65,0.72,1.0,0.67,0.77,0.97,0.7,1.0,0.96,0.5,0.916
1015,Slovenia,2019,0.82,0.78,0.91,0.54,1.0,0.77,0.76,0.8,0.7,0.58,0.61,1.0,0.63,0.81,0.97,0.7,1.0,0.96,0.51,0.918
1016,Slovenia,2020,0.76,0.78,0.91,0.54,1.0,0.74,0.66,0.89,0.7,0.53,0.72,1.0,0.62,0.66,0.7,0.64,1.0,0.94,0.51,0.91
1017,Slovenia,2021,0.7,0.78,0.91,0.54,0.67,0.72,0.58,0.89,0.63,0.53,0.74,1.0,0.59,0.66,0.7,0.64,1.0,0.94,0.51,0.916
1018,Slovenia,2022,0.76,0.85,0.89,0.52,1.0,0.74,0.67,0.89,0.63,0.51,0.93,1.0,0.6,0.76,0.93,0.64,1.0,0.94,0.51,0.926
1019,Spain,1990,0.67,0.9,0.92,0.71,0.67,0.84,0.83,0.98,0.74,0.76,0.86,1.0,0.78,0.65,0.86,0.89,0.97,0.89,0.32,0.762
1020,Spain,1991,0.67,0.9,0.92,0.71,0.67,0.84,0.83,0.98,0.74,0.76,0.86,1.0,0.78,0.66,0.86,0.89,0.97,0.89,0.33,0.769
1021,Spain,1992,0.67,0.9,0.92,0.71,0.67,0.84,0.84,0.98,0.74,0.76,0.86,1.0,0.78,0.67,0.86,0.89,0.97,0.9,0.33,0.776
1022,Spain,1993,0.68,0.88,0.92,0.77,0.67,0.84,0.84,0.98,0.74,0.76,0.86,1.0,0.78,0.65,0.86,0.89,0.98,0.9,0.34,0.784
1023,Spain,1994,0.68,0.88,0.92,0.77,0.67,0.84,0.84,0.98,0.74,0.76,0.86,1.0,0.78,0.67,0.86,0.89,0.98,0.91,0.34,0.792
1024,Spain,1995,0.68,0.88,0.92,0.77,0.67,0.84,0.85,0.98,0.74,0.76,0.86,1.0,0.78,0.67,0.86,0.89,0.98,0.91,0.34,0.799
1025,Spain,1996,0.68,0.9,0.92,0.81,0.67,0.84,0.85,0.98,0.74,0.76,0.86,1.0,0.78,0.68,0.86,0.89,0.98,0.91,0.35,0.805
1026,Spain,1997,0.68,0.9,0.92,0.81,0.67,0.84,0.85,0.85,0.74,0.76,0.86,1.0,0.78,0.68,0.86,0.89,0.98,0.92,0.35,0.811
1027,Spain,1998,0.68,0.9,0.92,0.81,0.67,0.84,0.84,0.98,0.74,0.76,0.86,1.0,0.78,0.69,0.86,0.89,0.98,0.92,0.36,0.8150000000000001
1028,Spain,1999,0.68,0.9,0.92,0.81,0.67,0.84,0.84,0.85,0.74,0.76,0.86,1.0,0.78,0.69,0.86,0.89,0.98,0.92,0.36,0.8190000000000001
1029,Spain,2000,0.68,0.9,0.92,0.74,0.67,0.84,0.84,0.98,0.74,0.76,0.86,1.0,0.78,0.73,0.86,0.89,0.99,0.92,0.36,0.8280000000000001
1030,Spain,2001,0.67,0.9,0.92,0.74,0.67,0.84,0.86,0.85,0.74,0.76,0.86,1.0,0.78,0.73,0.86,0.89,0.99,0.93,0.36,0.833
1031,Spain,2002,0.67,0.9,0.92,0.74,0.67,0.84,0.86,0.98,0.74,0.76,0.86,1.0,0.78,0.73,0.86,0.89,0.99,0.93,0.37,0.838
1032,Spain,2003,0.67,0.9,0.92,0.74,0.67,0.84,0.86,0.85,0.74,0.76,0.86,1.0,0.78,0.74,0.86,0.89,0.99,0.93,0.37,0.84
1033,Spain,2004,0.7,0.9,0.92,0.76,0.67,0.84,0.85,0.98,0.53,0.76,0.86,1.0,0.78,0.79,0.86,0.89,0.99,0.93,0.37,0.846
1034,Spain,2005,0.7,0.9,0.92,0.76,0.67,0.84,0.84,0.85,0.74,0.76,0.86,1.0,0.78,0.81,0.86,0.89,0.99,0.94,0.38,0.851
1035,Spain,2006,0.7,0.9,0.92,0.76,0.67,0.84,0.84,0.85,0.74,0.76,0.86,1.0,0.78,0.82,0.86,0.89,0.99,0.95,0.38,0.856
1036,Spain,2007,0.7,0.9,0.92,0.76,1.0,0.84,0.84,0.85,0.74,0.76,0.86,1.0,0.78,0.81,0.86,0.89,0.99,0.95,0.38,0.857
1037,Spain,2008,0.7,0.96,0.96,0.69,1.0,0.84,0.84,0.85,0.74,0.76,0.86,1.0,0.78,0.82,0.86,0.85,0.99,0.95,0.38,0.858
1038,Spain,2009,0.7,0.96,0.96,0.69,1.0,0.84,0.84,0.75,0.74,0.76,0.86,1.0,0.78,0.82,0.86,0.85,0.99,0.96,0.38,0.86
1039,Spain,2010,0.7,0.96,0.96,0.69,1.0,0.84,0.84,0.75,0.74,0.76,0.86,1.0,0.78,0.87,0.82,0.85,0.99,0.96,0.39,0.868
1040,Spain,2011,0.69,0.96,0.96,0.63,1.0,0.83,0.84,0.85,0.74,0.76,0.86,1.0,0.78,0.86,0.82,0.81,0.99,0.97,0.39,0.873
1041,Spain,2012,0.65,0.96,0.96,0.63,1.0,0.77,0.8,0.81,0.74,0.76,0.83,1.0,0.76,0.85,0.78,0.73,0.99,0.97,0.39,0.875
1042,Spain,2013,0.64,0.96,0.96,0.63,1.0,0.79,0.8,0.81,0.74,0.74,0.78,1.0,0.72,0.85,0.76,0.71,0.99,0.98,0.39,0.88
1043,Spain,2014,0.64,0.96,0.96,0.63,1.0,0.79,0.8,0.81,0.74,0.74,0.75,1.0,0.72,0.87,0.76,0.71,0.99,0.98,0.39,0.884
1044,Spain,2015,0.64,0.87,0.87,0.64,1.0,0.79,0.78,0.81,0.74,0.7,0.74,1.0,0.7,0.87,0.76,0.71,0.99,0.98,0.39,0.889
1045,Spain,2016,0.67,0.87,0.87,0.6,1.0,0.79,0.78,0.81,0.74,0.7,0.74,1.0,0.7,0.85,0.76,0.71,0.99,0.98,0.4,0.894
1046,Spain,2017,0.69,0.87,0.87,0.6,0.67,0.79,0.78,0.81,0.74,0.7,0.74,1.0,0.69,0.86,0.74,0.71,0.99,0.98,0.4,0.896
1047,Spain,2018,0.7,0.87,0.87,0.6,0.67,0.79,0.78,0.81,0.74,0.7,0.77,1.0,0.71,0.86,0.78,0.83,0.99,0.98,0.4,0.899
1048,Spain,2019,0.71,0.95,0.94,0.65,0.67,0.87,0.79,0.81,0.74,0.69,0.78,1.0,0.74,0.92,0.72,0.78,0.99,0.99,0.4,0.904
1049,Spain,2020,0.65,0.95,0.94,0.65,0.67,0.84,0.77,0.78,0.74,0.71,0.72,1.0,0.73,0.9,0.8,0.78,0.99,0.97,0.4,0.894
1050,Spain,2021,0.68,0.95,0.94,0.65,0.67,0.86,0.71,0.81,0.74,0.68,0.7,1.0,0.69,0.93,0.71,0.75,0.99,0.97,0.4,0.904
1051,Spain,2022,0.68,0.95,0.94,0.65,0.67,0.76,0.74,0.81,0.74,0.68,0.7,1.0,0.68,0.84,0.71,0.67,0.99,0.97,0.4,0.911
1052,Sweden,1990,0.91,0.87,0.88,0.83,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.88,0.91,0.94,0.98,0.9,0.45,0.808
1053,Sweden,1991,0.91,0.87,0.88,0.83,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.87,0.91,0.94,0.98,0.9,0.45,0.811
1054,Sweden,1992,0.91,0.87,0.88,0.83,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.87,0.93,0.94,0.98,0.91,0.45,0.8180000000000001
1055,Sweden,1993,0.91,0.87,0.88,0.83,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.87,0.93,0.94,0.98,0.91,0.46,0.84
1056,Sweden,1994,0.91,0.87,0.88,0.82,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.88,0.93,0.94,0.99,0.92,0.46,0.852
1057,Sweden,1995,0.91,0.87,0.88,0.82,1.0,0.9,0.88,0.98,0.74,0.79,0.9,1.0,0.88,0.88,0.93,0.94,0.99,0.92,0.46,0.859
