year,coa,coo,totalrefugees,ccode_coo,ccode_coa,minimal_distance,groupname1,gwgroupid1,groupname2,gwgroupid2,groupname3,gwgroupid3,sources,quote,groupshare1_num,groupshare2_num,groupshare3_num,group1share_multiplier,group2share_multiplier,group3share_multiplier,group1_size,group2_size,group3_size
2000,Uganda,Sudan,212156,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,127294,42431.2,10607.8
2001,Uganda,Sudan,176766,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,106060,35353.2,8838.3
2002,Uganda,Sudan,188194,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,112916,37638.8,9409.7
2003,Uganda,Sudan,198281,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,118969,39656.2,9914.05
2004,Uganda,Sudan,214673,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,128804,42934.6,10733.7
2005,Uganda,Sudan,212857,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,127714,42571.4,10642.9
2006,Uganda,Sudan,215675,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,129405,43135,10783.8
2007,Uganda,Sudan,162063,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,"in: Gil Loescher et al. (eds.),  Protracted Refugee Situations: Political,  Human Rights and Security Implications, Tokyo / New York/ Paris: UN University Press.",,majority,minority,minority,0.6,0.2,0.05,97237.8,32412.6,8103.15
2008,Uganda,Sudan,56883,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,34129.8,11376.6,2844.15
2009,Uganda,Sudan,20836,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,12501.6,4167.2,1041.8
2010,Uganda,Sudan,19382,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,11629.2,3876.4,969.1
2011,Uganda,Sudan,18268,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,10960.8,3653.6,913.4
2012,Uganda,Sudan,7910,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,4746,1582,395.5
2016,Uganda,Sudan,2545,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,1527,509,127.25
2017,Uganda,Sudan,2355,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,1413,471,117.75
2018,Uganda,Sudan,2802,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,1681.2,560.4,140.1
2019,Uganda,Sudan,2627,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,1576.2,525.4,131.35
2020,Uganda,Sudan,2717,625,500,0,Madi,62511000,Kuku,62502000,Acholi,62511000,,,majority,minority,minority,0.6,0.2,0.05,1630.2,543.4,135.85
2003,Burundi,Dem. Rep. of the Congo,40568,490,516,0,Tutsi-Banyamulenge,49013000,,,,,,,dominant,,,0.95,,,38539.6,,
2012,Uganda,South Sudan,11135,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,6681,2227,556.75
2013,Uganda,South Sudan,22510,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,13506,4502,1125.5
2014,Uganda,South Sudan,157053,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,94231.8,31410.6,7852.65
2015,Uganda,South Sudan,199359,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"Additionally, smaller numbers of Dinka, Lotuku, and Nuer ethnicities have also arrived in Uganda",majority,minority,minority,0.6,0.2,0.05,119615,39871.8,9967.95
2016,Uganda,South Sudan,639007,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,383404,127801,31950.3
2017,Uganda,South Sudan,1037412,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,622447,207482,51870.6
2018,Uganda,South Sudan,788848,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,473309,157770,39442.4
2019,Uganda,South Sudan,861452,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,516871,172290,43072.6
2020,Uganda,South Sudan,881193,626,500,,Bari/Madi,62602000,Dinka,62604000,Nuer,62608000,https://ugandarefugees.org/wp-content/uploads/Uganda-2017-South-Sudan-RRP-Update-narrative-20-April.pdf,"The majority of the new arrivals arriving in Uganda belong to Madi and Lotuko ethnicities of Eastern Equatoria and Juba, and the Kakwa and Pojulu ethnicities, originating from Central Equatoria region, mainly from Mugo, Lanya and Yei States.",majority,minority,minority,0.6,0.2,0.05,528716,176239,44059.7
2004,Kenya,Dem. Rep. of the Congo,2367,490,501,350150,Bembe,49010000,Banyamulenge,49013000,,,,,majority,minority,,0.6,0.3,,1420.2,710.1,
2005,Kenya,Dem. Rep. of the Congo,2306,490,501,350150,Bembe,49010000,Banyamulenge,49013000,,,,,majority,minority,,0.6,0.3,,1383.6,691.8,
2006,Kenya,Dem. Rep. of the Congo,2385,490,501,350150,Bembe,49010000,Banyamulenge,49013000,,,,,majority,minority,,0.6,0.3,,1431,715.5,
2007,Kenya,Dem. Rep. of the Congo,2674,490,501,350150,Bembe,49010000,Banyamulenge,49013000,,,,,majority,minority,,0.6,0.3,,1604.4,802.2,
2008,Kenya,Dem. Rep. of the Congo,2927,490,501,350150,Bembe,49010000,Banyamulenge,49013000,,,"HMSV (2008): Twenty-One Banyamulenge Unjustly Jailed in Kenya Since Sept. 5, 2008, extracted from: http://banyamulengesurvivors.blogspot.com/2008/12/twenty-one-banyamulenge-unjustly-jailed.html on the 26.04.2011.",,majority,minority,,0.6,0.3,,1756.2,878.1,
2009,Kenya,Dem. Rep. of the Congo,3608,490,501,350150,Bembe,49010000,Banyamulenge,49013000,,,,,majority,minority,,0.6,0.3,,2164.8,1082.4,
2010,Kenya,Dem. Rep. of the Congo,4879,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,4635.05,243.95,
2011,Kenya,Dem. Rep. of the Congo,5155,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,4897.25,257.75,
2012,Kenya,Dem. Rep. of the Congo,6244,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,5931.8,312.2,
2013,Kenya,Dem. Rep. of the Congo,8076,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,7672.2,403.8,
2014,Kenya,Dem. Rep. of the Congo,9324,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,8857.8,466.2,
2015,Kenya,Dem. Rep. of the Congo,12046,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,11443.7,602.3,
2016,Kenya,Dem. Rep. of the Congo,13328,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,12661.6,666.4,
2017,Kenya,Dem. Rep. of the Congo,13941,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,Urban Congolese Refugees in Kenya: The Contingencies of Coping and Resilience in a Context Marked by Structural Vulnerability,,dominant,minority,,0.95,0.05,,13244,697.05,
2018,Kenya,Dem. Rep. of the Congo,24586,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,,,majority,minority,,0.6,0.3,,14751.6,7375.8,
2019,Kenya,Dem. Rep. of the Congo,28085,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,,,majority,minority,,0.6,0.3,,16851,8425.5,
2020,Kenya,Dem. Rep. of the Congo,28999,490,501,350150,Tutsi-Banyamulenge,49013000,Bembe,49010000,,,,,majority,minority,,0.6,0.3,,17399.4,8699.7,
1977,Kenya,Uganda,4280,500,501,0,Acholi,50009120,,,,,"Jozef Merkx UNHCR (2000):  Refugee identities and relief in an African borderland: a study of northern Uganda and southern Sudan, in:NEW ISSUES IN REFUGEE RESEARCH,  Working Paper No. 19, extracted from: http://www.jha.ac/articles/u019.htm",,dominant,,,0.95,,,4066,,
1978,Kenya,Uganda,4630,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,4398.5,,
1979,Kenya,Uganda,3550,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,3372.5,,
1983,Kenya,Uganda,2990,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2840.5,,
1984,Kenya,Uganda,3880,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,3686,,
1985,Kenya,Uganda,4160,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,3952,,
1986,Kenya,Uganda,3220,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,3059,,
1987,Kenya,Uganda,5460,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5187,,
1988,Kenya,Uganda,6590,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,6260.5,,
1989,Kenya,Uganda,6210,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5899.5,,
1990,Kenya,Uganda,6049,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5746.55,,
1991,Kenya,Uganda,9785,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,9295.75,,
1992,Kenya,Uganda,3292,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,3127.4,,
1993,Kenya,Uganda,2241,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2128.95,,
1994,Kenya,Uganda,2920,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2774,,
1995,Kenya,Uganda,5907,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5611.65,,
1996,Kenya,Uganda,5425,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5153.75,,
1997,Kenya,Uganda,5536,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5259.2,,
1998,Kenya,Uganda,6003,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5702.85,,
1999,Kenya,Uganda,5947,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5649.65,,
2000,Kenya,Uganda,5780,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5491,,
2001,Kenya,Uganda,5804,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,5513.8,,
2002,Kenya,Uganda,4432,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,4210.4,,
2003,Kenya,Uganda,4438,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,4216.1,,
2005,Kenya,Uganda,2834,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2692.3,,
2006,Kenya,Uganda,2810,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2669.5,,
2007,Kenya,Uganda,2807,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2666.65,,
2008,Kenya,Uganda,2789,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2649.55,,
2009,Kenya,Uganda,2760,500,501,0,Acholi,50009120,,,,,,,dominant,,,0.95,,,2622,,
2018,Kenya,Burundi,4872,516,501,403269,99,,,,,,,,,,,,,,,,
2019,Kenya,Burundi,5775,516,501,403269,99,,,,,,,,,,,,,,,,
2020,Kenya,Burundi,6519,516,501,403269,99,,,,,,,,,,,,,,,,
1988,Kenya,Rwanda,2030,517,501,351399,Tutsi,51702000,,,,,,,dominant,,,0.95,,,1928.5,,
1989,Kenya,Rwanda,2020,517,501,351399,Tutsi,51702000,,,,,,,dominant,,,0.95,,,1919,,
1991,Kenya,Rwanda,2191,517,501,351399,Tutsi,51702000,,,,,,,dominant,,,0.95,,,2081.45,,
1992,Kenya,Rwanda,2200,517,501,351399,Tutsi,51702000,,,,,,,dominant,,,0.95,,,2090,,
1993,Kenya,Rwanda,2174,517,501,351399,Tutsi,51702000,,,,,,,dominant,,,0.95,,,2065.3,,
1994,Kenya,Rwanda,2076,517,501,351399,Tutsi,51702000,,,,,,,dominant,,,0.95,,,1972.2,,
1995,Kenya,Rwanda,5861,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,5567.95,,
1996,Kenya,Rwanda,5487,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,5212.65,,
1997,Kenya,Rwanda,5762,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,5473.9,,
1998,Kenya,Rwanda,8665,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,8231.75,,
1999,Kenya,Rwanda,2858,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2715.1,,
2000,Kenya,Rwanda,2691,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2556.45,,
2001,Kenya,Rwanda,3277,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,3113.15,,
2002,Kenya,Rwanda,2509,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2383.55,,
2003,Kenya,Rwanda,2520,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2394,,
2005,Kenya,Rwanda,2361,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2242.95,,
2006,Kenya,Rwanda,2335,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2218.25,,
2007,Kenya,Rwanda,2498,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2373.1,,
2008,Kenya,Rwanda,2524,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2397.8,,
2009,Kenya,Rwanda,2468,517,501,351399,Hutu,51702000,,,,,,,dominant,,,0.95,,,2344.6,,
1991,Kenya,Somalia,95887,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,91092.6,,
1992,Kenya,Somalia,285619,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,271338,,
1993,Kenya,Somalia,219049,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,208097,,
1994,Kenya,Somalia,206268,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,195955,,
1995,Kenya,Somalia,172164,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,163556,,
1996,Kenya,Somalia,171347,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,162780,,
1997,Kenya,Somalia,174119,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,165413,,
1998,Kenya,Somalia,164657,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,156424,,
1999,Kenya,Somalia,141088,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,134034,,
2000,Kenya,Somalia,137376,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,130507,,
2001,Kenya,Somalia,144349,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,137132,,
2002,Kenya,Somalia,155767,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,147979,,
2003,Kenya,Somalia,154272,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,146558,,
2004,Kenya,Somalia,153627,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,145946,,
2005,Kenya,Somalia,150459,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,142936,,
2006,Kenya,Somalia,173702,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,165017,,
2007,Kenya,Somalia,192420,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,182799,,
2008,Kenya,Somalia,259121,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,246165,,
2009,Kenya,Somalia,310280,520,501,0,Somali,52001000,,,,,,,dominant,,,0.95,,,294766,,
2010,Kenya,Somalia,351773,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,334184,17588.7,
2011,Kenya,Somalia,517666,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,491783,25883.3,
2012,Kenya,Somalia,512069,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,486466,25603.5,
2013,Kenya,Somalia,475304,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,451539,23765.2,
2014,Kenya,Somalia,424691,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,403456,21234.6,
2015,Kenya,Somalia,417920,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,397024,20896,
2016,Kenya,Somalia,324448,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,308226,16222.4,
2017,Kenya,Somalia,281692,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",dominant,minority,,0.95,0.05,,267607,14084.6,
2018,Kenya,Somalia,252498,520,501,0,Somali,52001000,Bajuni / Somali Bantu,50108000,,,Refworld,"When asked about the numbers of Bajunis indigenous to Somalia who are refugees in Kenya, Abdalla Bakari stated that a total of 3,000 Bajuni are refugees in Kenya, 500 of who have protection status under the UNHCR mandate.",majority,minority,,0.6,0.3,,151499,75749.4,
